xya
0.05093269
0.05519919
0.00020063693
0.011427422
0.332685
0.46790978
0.47735953
0.40924227
0.22902302
0.11601208
0.070675015
0.05299578
0.047402363
0.047626324
0.04642431
0.014314556
0.057765152
0.095084734
0.04895693
0.09837922
0.31142545
0.63860947
0.8250308
0.6696897
0.39561304
0.19585486
0.09327179
0.065030575
0.06302501
0.06329977
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.032327235
0.050053462
-0.015769217
0.009738957
0.37252942
0.48028824
0.48742127
0.48755231
0.47372773
0.32473996
0.13964352
0.06956283
0.047464278
0.045937512
0.04846948
-0.034298915
0.03734633
0.028229356
-0.07410017
-0.06944589
0.07055546
0.3153862
0.62623465
0.860793
0.8210306
0.59528327
0.36667517
0.19937433
0.10784071
0.07240586
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.061258677
0.058512364
0.013598685
0.014585276
0.3183357
0.4545797
0.4415316
0.31135488
0.16273986
0.09126331
0.055901293
0.040097103
0.035007365
0.03600753
0.038378797
0.039720364
0.06759477
0.12674077
0.113743335
0.19096223
0.44136932
0.73881036
0.7344304
0.47052684
0.22951105
0.09761236
0.05388262
0.054373607
0.05725478
0.058340624
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.09140079
0.06557417
0.089998074
0.16000184
0.37138656
0.35908946
0.2289124
0.1272784
0.092625946
0.07434397
0.063312344
0.054899976
0.0471571
0.038278468
0.022803565
0.12514748
0.096436955
0.22150527
0.3597762
0.5054853
0.5867699
0.46506006
0.25632477
0.10716675
0.046815045
0.04089992
0.052841615
0.06543358
0.07392974
0.07593218
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05515216
0.05754296
0.0041625
0.022323767
0.34407285
0.47019598
0.47992486
0.42182615
0.24248491
0.123671815
0.076713465
0.059169166
0.054202832
0.054004174
0.050503153
0.01674731
0.059775442
0.08966025
0.039289635
0.085702
0.29189458
0.6166719
0.82804215
0.6994282
0.42791045
0.21907017
0.106944636
0.07097231
0.06675995
0.0668301
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.049627617
0.054620102
-0.0006947018
0.010254672
0.3323608
0.46807483
0.47788844
0.41229665
0.23196757
0.11702001
0.070980154
0.053120486
0.047528688
0.047763567
0.04659078
0.012692079
0.056881156
0.09337839
0.0459199
0.094286725
0.30561164
0.6324738
0.8263781
0.67812836
0.40408635
0.20100835
0.09544729
0.0650588
0.06266377
0.06292622
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.047086805
0.05509444
-0.0034589346
0.020751666
0.36366257
0.4753939
0.48569074
0.4763794
0.35341164
0.16992691
0.090621844
0.06308346
0.05638409
0.05778838
0.05484037
-0.003500081
0.051484052
0.062044572
-0.012530877
0.012615478
0.18314844
0.47743967
0.78351814
0.8425023
0.6282306
0.37650493
0.19860874
0.10700166
0.07656703
0.07211518
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.045682367
0.053854126
-0.004451217
0.014044758
0.35041142
0.47297156
0.48428097
0.4608738
0.29920286
0.1442043
0.081745796
0.0596725
0.05406197
0.055003762
0.051594608
0.0009610384
0.052374084
0.07363571
0.008793896
0.04205306
0.22784382
0.5382799
0.8170109
0.7916884
0.5404851
0.29975408
0.1502243
0.08428449
0.069483235
0.06757496
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.055864226
0.05778253
0.0043943045
0.022051662
0.34312627
0.4698815
0.4794201
0.4186238
0.23890094
0.121990815
0.075758986
0.058372926
0.053355176
0.053169172
0.04989857
0.017283136
0.060160603
0.09115306
0.04161156
0.08856053
0.295998
0.6213592
0.8283301
0.6945053
0.42239428
0.21519917
0.104872435
0.0703585
0.06648408
0.06656622
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.04700859
0.054248206
-0.004074862
0.01381403
0.34898436
0.47265592
0.48400587
0.45781836
0.29237762
0.14123677
0.08070717
0.059181396
0.053598747
0.05430989
0.05070927
0.0015506245
0.05302631
0.075762905
0.011668417
0.045190264
0.23208244
0.54373044
0.8199073
0.7882993
0.53484535
0.29499403
0.14733148
0.083101854
0.06920317
0.06739034
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.055423073
0.05796531
0.0038094483
0.025207594
0.35105923
0.47202927
0.4823562
0.44026515
0.26419845
0.13253425
0.08095194
0.062227387
0.057293735
0.057071313
0.05214424
0.013452096
0.05895986
0.083352156
0.026739778
0.06752647
0.26455083
0.58406436
0.82839435
0.741804
0.4760897
0.2523907
0.12497431
0.07702118
0.06918748
0.06849329
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05305081
0.0567308
0.0016976364
0.02110068
0.348061
0.47166634
0.4822552
0.43978631
0.26331532
0.13133855
0.079651825
0.060738463
0.055660184
0.05553213
0.05109493
0.012120105
0.058069672
0.08487892
0.029311623
0.070711166
0.26929912
0.5899273
0.8292062
0.73518115
0.46764505
0.24576835
0.120672084
0.07474959
0.067822225
0.06734192
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0719882
0.061298285
0.03536038
0.04662108
0.33121365
0.42493838
0.356117
0.2131224
0.12041628
0.07696339
0.051597647
0.03716417
0.028003244
0.021944836
0.018416585
0.07249973
0.07885535
0.16729507
0.20767488
0.32755452
0.58029354
0.6975518
0.50393045
0.24792458
0.09490784
0.042415686
0.042261213
0.05126317
0.057258166
0.058428954
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05041336
0.055424344
-0.00084875093
0.016256167
0.3447679
0.4713124
0.4822508
0.44042274
0.26385638
0.13049859
0.07820728
0.058939364
0.053648047
0.05366339
0.049788743
0.009339914
0.056508724
0.085022666
0.029151576
0.069958374
0.2684088
0.5890549
0.8294608
0.73654336
0.46862295
0.24558078
0.11964339
0.07329831
0.066561185
0.066102184
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.043009732
0.053792406
-0.0069424994
0.018207816
0.37045556
0.47746107
0.4865441
0.48377922
0.41193318
0.20951195
0.103110366
0.06518612
0.056074996
0.058155235
0.05797692
-0.0130173275
0.047339298
0.05010176
-0.034369595
-0.01657065
0.14157486
0.41775906
0.7359973
0.86948234
0.7072519
0.45446306
0.25134274
0.1331018
0.0832591
0.07375716
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05693484
0.058334548
0.006170715
0.024822125
0.34427837
0.46978176
0.47877905
0.4145514
0.23528959
0.12160773
0.07644494
0.059415776
0.054519042
0.054337
0.0510782
0.019549843
0.06104183
0.09117867
0.04270267
0.091134526
0.3000028
0.62565595
0.8268204
0.68687016
0.41504353
0.21089864
0.10330352
0.0706964
0.067132965
0.067338005
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.080033675
0.06586965
0.041991338
0.058397498
0.33945292
0.42659122
0.35362205
0.20930877
0.120823406
0.07878067
0.05485206
0.04134169
0.033029106
0.028301729
0.02558118
0.07881859
0.082962535
0.16506308
0.20181301
0.32146096
0.57821035
0.70478415
0.5157181
0.25845283
0.10353114
0.048446137
0.04668807
0.054671824
0.060180254
0.06119188
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05394511
0.058118664
0.0026405435
0.03131707
0.3683654
0.4755727
0.4854518
0.47337294
0.33944023
0.16464536
0.09111138
0.0659814
0.06034157
0.061525665
0.057200216
0.0044786353
0.05601131
0.06544384
-0.0061940188
0.021767559
0.19559944
0.49367622
0.79399997
0.8327528
0.6085557
0.35951224
0.18951641
0.104836516
0.078410774
0.074631654
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05132212
0.05502045
0.0013290106
0.0083853165
0.3255951
0.46521896
0.47195253
0.38629404
0.20942505
0.10825348
0.06602501
0.04874812
0.04277643
0.043898497
0.044070657
0.017715443
0.058649607
0.10141702
0.06174824
0.116728105
0.33868897
0.6658672
0.8137181
0.6257038
0.35306078
0.16850778
0.07983294
0.06077815
0.060534306
0.060972344
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.056950066
0.05954356
0.005358592
0.03564233
0.36972123
0.47549057
0.4852432
0.4709653
0.33002356
0.16120172
0.09090399
0.06704498
0.061856993
0.06276875
0.057757728
0.0073251612
0.057457782
0.06581443
-0.0050202687
0.023905713
0.19869149
0.49780077
0.79610914
0.8288704
0.60218203
0.35427964
0.18682683
0.10429061
0.07884355
0.07516821
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07077757
0.06395481
0.021313872
0.036263295
0.33764955
0.46088475
0.45081064
0.32460797
0.17439823
0.10184344
0.06780803
0.052803583
0.04847121
0.050055962
0.049488526
0.04596224
0.07240582
0.11771635
0.096594885
0.16937824
0.41204184
0.722952
0.76111263
0.5148916
0.26600918
0.12277036
0.06813113
0.06369851
0.064473055
0.06511948
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.04264226
0.052786395
-0.008014614
0.010727855
0.35496837
0.47422564
0.4854116
0.47382525
0.33996052
0.16106655
0.08558756
0.059254076
0.052546706
0.053900808
0.051671363
-0.007693787
0.048946586
0.06497951
-0.008461264
0.017085979
0.19031227
0.48784873
0.7919453
0.8373946
0.61499065
0.36259684
0.1881847
0.10023016
0.07281683
0.068973705
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
